st_marker_id,lat,lon,area,street_id,area_cat,st_marker_id_cat
13346E,-37.81584632484113,144.94542564466076,Docklands,753.0,6,801
13375W,-37.819814166050726,144.949885833992,Docklands,1383.0,6,824
7146N,-37.80845438331892,144.95239578991172,Queensberry,1391.0,20,2601
5261W,-37.80477370252663,144.9572646610281,Courtney,520.0,4,2260
11752E,-37.8101529993364,144.9756832293735,Jolimont,706.0,12,142
779W,-37.812166662691226,144.96768232456384,Chinatown,1221.0,1,2687
9451S,-37.83026756056421,144.96588792030695,Southbank,547.0,24,3023
C552,-37.80950116178367,144.96938587111197,Regency,647.0,22,3635
C13552,-37.81935188276865,144.94547304889073,Docklands,123.0,6,3276
1734N,-37.814634327465065,144.9731253412993,Twin Towers,669.0,30,1357
9457S,-37.83029811949213,144.96578230858955,Southbank,547.0,24,3026
12404N,-37.81075417518851,144.9766552194074,Jolimont,178.0,12,461
2348N,-37.81186443337508,144.97103114566687,Windsor,123.0,34,1529
2339S,-37.811904913868496,144.97144518199067,Windsor,123.0,34,1521
330E,-37.81443886055087,144.97177926652813,Hyatt,647.0,11,1722
7035S,-37.80758625533919,144.95846052404136,Victoria Market,1346.0,32,2586
10116E,-37.803361894255374,144.94817847650577,Queensberry,562.0,20,32
11786E,-37.8110279506238,144.97557498790297,Jolimont,1090.0,12,158
11901W,-37.81016197421118,144.97814624541869,Jolimont,869.0,12,226
C2796,-37.8103553865409,144.9688283133164,Princes Theatre,894.0,19,3419
13223S,-37.81893005780779,144.94726743053184,Docklands,123.0,6,701
C1258,-37.81174752234433,144.95921381057883,Titles,1171.0,29,3256
C1166,-37.81363641089597,144.96007415293738,Hardware,1171.0,10,3223
13251S,-37.82011525242285,144.9431517749976,Docklands,123.0,6,727
1896N,-37.81375871902004,144.97217176465608,Twin Towers,528.0,30,1403
13330E,-37.81679386767447,144.94584322676857,Docklands,753.0,6,785
C572,-37.80933865127291,144.9693111507044,Regency,647.0,22,3705
13228N,-37.81937047550437,144.94509544088544,Docklands,123.0,6,706
6231W,-37.80598364258395,144.95083812202822,Queensberry,617.0,20,2478
909W,-37.81691518843145,144.96427959363282,Banks,627.0,0,2901
7784N,-37.80243112433208,144.94482481471815,Queensberry,1175.0,20,2686
11766E,-37.80992531283371,144.9757208795518,Jolimont,706.0,12,150
C7752,-37.803111861687725,144.9501632705215,Queensberry,1175.0,20,4149
12279S,-37.80973762662149,144.97674397520422,Jolimont,16.0,12,370
1157W,-37.81377750455344,144.96001017219652,Hardware,1171.0,10,112
13221S,-37.81891315906479,144.94732672561452,Docklands,123.0,6,699
12270N,-37.809635839965736,144.97715270365185,Jolimont,16.0,12,362
2563S,-37.81412238982544,144.95986619181224,Supreme,907.0,26,1611
13634E,-37.818981740877454,144.94429122553967,Docklands,638.0,6,942
789W,-37.811548168895655,144.96739859882695,Library,1221.0,14,2707
C13500,-37.81921925563199,144.9459328911147,Docklands,123.0,6,3264
C280,-37.81519773335503,144.9720058032083,Hyatt,647.0,11,3420
11883W,-37.81075572471632,144.97804816110482,Jolimont,869.0,12,209
13486E,-37.81960518932283,144.95052582939485,Docklands,49.0,6,884
1973S,-37.816592893156646,144.96304075387678,Banks,528.0,0,1439
13399W,-37.82131491420589,144.95106735815125,Docklands,1383.0,6,832
1849S,-37.81883675870308,144.95921411832094,Rialto,669.0,23,1388
5094E,-37.80445522391068,144.95774694686023,Courtney,1062.0,4,2188
673W,-37.81441285118812,144.9687143950839,City Square,1221.0,2,2567
13632E,-37.81903333096145,144.9443150574713,Docklands,638.0,6,940
1662N,-37.81857742704948,144.9632571583603,Banks,670.0,0,1337
13685W,-37.820451098685886,144.94607848013453,Docklands,1043.0,6,986
13786E,-37.812615988462,144.93885909853066,Docklands,1398.0,6,1063
13790E,-37.81250226856727,144.93879045292542,Docklands,1398.0,6,1068
13303S,-37.82233066659623,144.9467861424736,Docklands,1043.0,6,752
690E,-37.814095683783655,144.96881719043878,City Square,1221.0,2,2572
13240N,-37.81959520976383,144.9443123803994,Docklands,123.0,6,718
5290E,-37.80445739912194,144.95745700806316,Courtney,520.0,4,2279
2845S,-37.81065640755436,144.9681508853617,Princes Theatre,894.0,19,1650
2853S,-37.810732691242414,144.9678928277387,Princes Theatre,894.0,19,1656
14008E,-37.79852922540261,144.95791370508155,University,1218.0,31,1169
3940N,-37.81228549681919,144.95430806340084,Magistrates,856.0,15,1969
11871W,-37.811453038597854,144.9779321559351,Jolimont,869.0,12,198
C13536,-37.819307710652055,144.94562616376516,Docklands,123.0,6,3272
C13600,-37.81954632976269,144.94480099139082,Docklands,123.0,6,3286
13478E,-37.81938413996068,144.95035034266868,Docklands,49.0,6,880
7741S,-37.80323523134001,144.9504105756235,Queensberry,1175.0,20,2683
6259S,-37.80772157855815,144.96626523007518,Regency,941.0,22,2492
13462E,-37.82005375632825,144.94865885967275,Docklands,79.0,6,871
13310N,-37.82225468228985,144.94684850030288,Docklands,1043.0,6,764
13643W,-37.82061380616932,144.94546998172984,Docklands,697.0,6,952
8651W,-37.82556051598317,144.96248921246038,Southbank,828.0,24,2831
11933W,-37.81551182316422,144.98256534924485,East Melbourne,511.0,8,233
3327S,-37.80883829757813,144.97030630138187,Regency,926.0,22,1731
C2664,-37.80966733550447,144.9711889264807,Princes Theatre,894.0,19,3379
11961W,-37.814788281680734,144.98268847750592,East Melbourne,511.0,8,247
11502N,-37.811543389853135,144.9527237436592,West Melbourne,818.0,33,99
13034N,-37.82117319038632,144.94391931390288,Docklands,528.0,6,640
C13672,-37.819944311871296,144.94342014850724,Docklands,123.0,6,3304
2565S,-37.814240261289314,144.95946211686638,Supreme,907.0,26,1612
C13524,-37.81928017725922,144.9457215332914,Docklands,123.0,6,3269
C6822,-37.80950645408079,144.9556160095626,Victoria Market,681.0,32,3968
8713W,-37.824766985537394,144.9633923689803,Southbank,828.0,24,2858
C9130,-37.79841124372694,144.96483415326622,University,655.0,31,4239
C1122,-37.81457006933502,144.96050183932255,Hardware,1171.0,10,3200
C488,-37.81075788130909,144.96996162904333,Princes Theatre,647.0,19,3588
C13520,-37.81926491052581,144.94577454484752,Docklands,123.0,6,3268
46E,-37.81266035946352,144.9737636267444,Twin Towers,1288.0,30,2111
C7028,-37.80742552845439,144.95868946068268,Victoria Market,1346.0,32,4049
13671W,-37.82099788099109,144.94532421874823,Docklands,826.0,6,979
11744E,-37.810283032684495,144.97566159235555,Jolimont,706.0,12,137
13652E,-37.820375133131975,144.94550372631295,Docklands,697.0,6,961
10191W,-37.80377542661585,144.94940056369146,Queensberry,641.0,20,68
2376N,-37.812214827862256,144.9698362138891,Windsor,123.0,34,1537
13701W,-37.81975103837492,144.94589560870062,Docklands,1043.0,6,995
13466E,-37.82016452130774,144.9486632203689,Docklands,79.0,6,873
6531S,-37.80786126915508,144.96181583077882,The Mac,681.0,28,2529
13866N,-37.81405078242651,144.9415608195564,Docklands,164.0,6,1129
4860E,-37.80947357698816,144.95830209015045,Titles,1171.0,29,2128
1192E,-37.81331958123158,144.96005673276986,Hardware,1171.0,10,231
13307W,-37.82052059935896,144.94720592383425,Docklands,753.0,6,759
5386E,-37.80553776921345,144.9562150278937,Courtney,1101.0,4,2311
13810N,-37.814252621602655,144.93876275375987,Docklands,590.0,6,1078
1977S,-37.81662994246625,144.96291312514631,Banks,528.0,0,1441
13663W,-37.82122289986236,144.94538264029478,Docklands,826.0,6,972
2849S,-37.81069421799198,144.96802266201686,Princes Theatre,894.0,19,1653
C676,-37.81433785003691,144.96880285791764,City Square,1221.0,2,3953
C1230,-37.812274066146685,144.95945235663586,Titles,1171.0,29,3245
7331W,-37.805528450385,144.94922460592483,West Melbourne,839.0,33,2605
2336N,-37.8117310378866,144.97148422841045,Windsor,123.0,34,1518
2137S,-37.81273419549444,144.97218434963315,Twin Towers,911.0,30,1473
12358N,-37.81022689331353,144.9825304878785,East Melbourne,16.0,8,429
11979W,-37.81432259979353,144.9827679803555,East Melbourne,511.0,8,256
8649W,-37.825580522305216,144.9624657415239,Southbank,828.0,24,2829
C412,-37.81291066385353,144.97095036435846,Windsor,647.0,34,3565
12091W,-37.8108892125202,144.9833470257894,East Melbourne,511.0,8,313
2510N,-37.81088261236893,144.97075236531177,Princes Theatre,907.0,19,1595
12366N,-37.81028296754023,144.9830374534246,East Melbourne,16.0,8,436
9232N,-37.83130988071662,144.96623160662682,Southbank,597.0,24,2926
11929W,-37.8156116514398,144.9825483658929,East Melbourne,511.0,8,230
13232N,-37.81940787606811,144.94496637047354,Docklands,123.0,6,710
13484E,-37.819541770192366,144.95047574201627,Docklands,49.0,6,883
1723S,-37.81438924924985,144.97416454685344,Twin Towers,669.0,30,1353
13723W,-37.81229556053681,144.93613057699673,Docklands,1097.0,6,1010
2555S,-37.81387885200329,144.96067396601816,Hardware,907.0,10,1606
2557S,-37.81389608901581,144.96061419972298,Hardware,907.0,10,1607
C2756,-37.80998399916943,144.97010747368216,Princes Theatre,894.0,19,3403
C9114,-37.798398246403714,144.9647112405815,University,655.0,31,4235
C1130,-37.81444955808994,144.96044649611338,Hardware,1171.0,10,3205
C8056,-37.810701956479306,144.95165535722757,West Melbourne,78.0,33,4185
11707W,-37.810044721260994,144.97272747287184,Jolimont,1054.0,12,123
338E,-37.81433737697508,144.97173227240853,Hyatt,647.0,11,1754
18E,-37.81452914336777,144.9746295520864,Twin Towers,1288.0,30,1407
12087W,-37.81099085385368,144.98333038070862,East Melbourne,511.0,8,311
C2838,-37.81054078136737,144.9681946831721,Princes Theatre,894.0,19,3433
7597S,-37.80534515289085,144.9503473572917,Queensberry,1381.0,20,2636
13336E,-37.81662593495585,144.94576907575632,Docklands,753.0,6,790
13912E,-37.813905753953854,144.94127258566988,Docklands,1227.0,6,1152
13444E,-37.81916413412791,144.94862454027677,Docklands,79.0,6,861
13312N,-37.822240565681255,144.9467610804663,Docklands,1043.0,6,767
10198E,-37.80357973082905,144.94962510604972,Queensberry,641.0,20,75
C2860,-37.81064866737597,144.96782792645175,Princes Theatre,894.0,19,3441
12073W,-37.81137241921245,144.98326684358074,East Melbourne,511.0,8,304
12046E,-37.81233742102261,144.98334238469334,East Melbourne,511.0,8,289
4852E,-37.809668939997785,144.9583907734873,Titles,1171.0,29,2124
5072E,-37.80495738619153,144.95797680186286,Courtney,1062.0,4,2178
C830,-37.81116388797592,144.9673469528956,Library,1221.0,14,4202
10338E,-37.80342859284304,144.9439571059747,Queensberry,917.0,20,84
12057W,-37.812153179855024,144.9831362214569,East Melbourne,511.0,8,295
13410E,-37.81931645734676,144.94746494530906,Docklands,1400.0,6,841
13304N,-37.82179702903255,144.95081395825218,Docklands,974.0,6,755
13418E,-37.81978278610938,144.94796145681474,Docklands,1400.0,6,846
12369S,-37.81013766715739,144.9804022345059,East Melbourne,16.0,8,438
13041S,-37.82124274625488,144.94694655020646,Docklands,528.0,6,646
13796E,-37.8123321310828,144.93868744245725,Docklands,1398.0,6,1073
2856N,-37.81055560494365,144.9678236997439,Princes Theatre,894.0,19,1658
1847S,-37.81881749128829,144.95928018071942,Rialto,669.0,23,1387
793W,-37.81144071027408,144.96734907583,Library,1221.0,14,2710
742E,-37.81335969196184,144.96847993094025,Chinatown,1221.0,1,2610
11726E,-37.80986458310545,144.97298774989667,Jolimont,1054.0,12,133
977W,-37.8186076571405,144.962230274096,Banks,1171.0,0,3056
79W,-37.809861772782455,144.9722262431551,Princes Theatre,1288.0,19,2713
13617W,-37.81962995415189,144.94356288788055,Docklands,998.0,6,924
1916N,-37.81454685704701,144.96949993064857,Hyatt,528.0,11,1413
13667W,-37.82111078040641,144.94535296783442,Docklands,826.0,6,975
C7136,-37.8084310108724,144.9527013175193,Queensberry,1391.0,20,4059
1451W,-37.81689136912333,144.95583662963546,Family,839.0,9,1265
13725W,-37.81224102876845,144.9360987642752,Docklands,1097.0,6,1012
5066E,-37.80506700905272,144.95802706944522,Courtney,1062.0,4,2176
11503S,-37.811546274948576,144.95312951441932,West Melbourne,818.0,33,100
13681W,-37.82086053022649,144.9461877051497,Docklands,1043.0,6,984
12364N,-37.81026319397103,144.98285756108538,East Melbourne,16.0,8,435
6625S,-37.808520094652366,144.95954463796903,Titles,681.0,29,2549
682E,-37.81419687510376,144.96886355574097,City Square,1221.0,2,2570
C826,-37.81121091102701,144.9673683886752,Library,1221.0,14,4200
C522,-37.810431959196016,144.96981193720922,Princes Theatre,647.0,19,3601
C2800,-37.81036428788403,144.9687978547135,Princes Theatre,894.0,19,3421
C236,-37.81553015751128,144.97215866134673,Hyatt,647.0,11,3359
C6636,-37.80849716973863,144.95928147553542,Titles,681.0,29,3907
12085W,-37.81104160311037,144.98332184983352,East Melbourne,511.0,8,310
13203S,-37.8186821024166,144.94812927062526,Docklands,123.0,6,683
13687W,-37.8203897398962,144.94606245414275,Docklands,1043.0,6,987
5282E,-37.80454551135064,144.9574401771439,Courtney,520.0,4,2275
2843S,-37.81063763930144,144.96821476835882,Princes Theatre,894.0,19,1649
13697W,-37.819858533470565,144.94592368210786,Docklands,1043.0,6,992
6253S,-37.80768038391391,144.96640504611318,Regency,941.0,22,2487
342E,-37.81428663426061,144.97170877481494,Hyatt,647.0,11,1779
5271W,-37.80449756443136,144.9573174628841,Courtney,520.0,4,2269
5098E,-37.804412030760886,144.95772746578052,Courtney,1062.0,4,2190
C568,-37.80936488982164,144.96932321495444,Regency,647.0,22,3690
C688,-37.8142397294038,144.9687587104906,City Square,1221.0,2,3993
C13644,-37.81977373071475,144.9440145055217,Docklands,123.0,6,3297
C13576,-37.81948453280296,144.94501450451153,Docklands,123.0,6,3280
7680N,-37.803750777016575,144.9567101237099,Courtney,1175.0,4,2669
13222N,-37.818765693558895,144.9471603780703,Docklands,123.0,6,700
13032N,-37.82118881864105,144.94398454955126,Docklands,528.0,6,638
13635W,-37.82012665834913,144.9443629710079,Docklands,810.0,6,943
2795S,-37.81048682110868,144.9687281156743,Princes Theatre,894.0,19,1641
13619W,-37.819580262591984,144.94354010609712,Docklands,998.0,6,926
7660N,-37.80495487459985,144.95670063806827,Courtney,1157.0,4,2654
37W,-37.813925326184936,144.97412948985144,Twin Towers,1288.0,30,1931
C256,-37.815334878423634,144.97206877950458,Hyatt,647.0,11,3364
7592N,-37.805235248863546,144.9510389304511,Queensberry,1381.0,20,2632
C560,-37.80944783807895,144.96936135341883,Regency,647.0,22,3658
C588,-37.80898079062021,144.96914699526502,Regency,647.0,22,3753
5121W,-37.803410884447096,144.95713839031447,Courtney,1062.0,4,2199
C680,-37.81428852568912,144.96878064119258,City Square,1221.0,2,3961
2814N,-37.81032823140021,144.96859771982054,Princes Theatre,894.0,19,1643
C814,-37.81133017001849,144.96742283713283,Library,1221.0,14,4196
C684,-37.814263499736974,144.9687693934579,City Square,1221.0,2,3977
2141S,-37.81276844591305,144.97206714143104,Twin Towers,911.0,30,1475
C674,-37.81436063676442,144.96881309873692,City Square,1221.0,2,3943
C2858,-37.81063979049269,144.96785828450328,Princes Theatre,894.0,19,3440
12362N,-37.810256224777866,144.98279457344083,East Melbourne,16.0,8,433
C6400,-37.803750050161455,144.95100527683002,Queensberry,881.0,20,3860
795W,-37.81138739382134,144.96732451137103,Library,1221.0,14,2711
10122E,-37.80319151711547,144.948209001216,Queensberry,562.0,20,38
9447S,-37.830246390335695,144.9659610829001,Southbank,547.0,24,3021
13610E,-37.8202094306872,144.94395852650013,Docklands,998.0,6,920
C152,-37.80854402117862,144.97174607257756,Regency,1288.0,22,3324
C9142,-37.798424358368734,144.9649562824252,University,655.0,31,4242
C666,-37.81445232772085,144.96885430889915,City Square,1221.0,2,3919
C13516,-37.81925559527736,144.94580653889028,Docklands,123.0,6,3267
C13584,-37.81950281823193,144.94495134353332,Docklands,123.0,6,3282
13586E,-37.81967337840906,144.942656965409,Docklands,558.0,6,911
13612E,-37.82009630817032,144.94390886782145,Docklands,998.0,6,921
13230N,-37.81938963907055,144.9450293121314,Docklands,123.0,6,708
13331W,-37.81897597221868,144.9484041845295,Docklands,79.0,6,786
6621S,-37.808482050941095,144.95967700708283,Titles,681.0,29,2547
13699W,-37.81980503575675,144.94590963084886,Docklands,1043.0,6,993
C2724,-37.80990273880823,144.97038501897038,Princes Theatre,894.0,19,3395
12485S,-37.812148389710366,144.9775554475019,Jolimont,1290.0,12,505
C512,-37.81054116756757,144.9698621573205,Princes Theatre,647.0,19,3598
C996,-37.81847630893003,144.96229607330122,Banks,1171.0,0,4259
13045S,-37.82128409413096,144.94680333651272,Docklands,528.0,6,650
1209W,-37.81253493792048,144.95944699590956,Titles,1171.0,29,316
10178E,-37.80410451447679,144.94953261336823,Queensberry,641.0,20,56
12069W,-37.811837810770655,144.98318875471043,East Melbourne,511.0,8,302
13472E,-37.818729567593714,144.94983508237792,Docklands,49.0,6,877
13300E,-37.82024227466803,144.94731644690785,Docklands,753.0,6,748
13381W,-37.82039783690817,144.95034614816558,Docklands,1383.0,6,828
13794E,-37.81238796602789,144.9387212494031,Docklands,1398.0,6,1072
13638E,-37.82031363905712,144.94455076769842,Docklands,810.0,6,946
9437S,-37.83019364257427,144.96614337816018,Southbank,547.0,24,3016
770E,-37.81246042749984,144.96806467179186,Chinatown,1221.0,1,2674
5264E,-37.804819227606735,144.95738798735076,Courtney,520.0,4,2262
C2642,-37.80955854387359,144.9715607492468,Princes Theatre,894.0,19,3370
C6414,-37.803587870184494,144.95103430187015,Queensberry,881.0,20,3866
C308,-37.81471636126032,144.97178060519954,Hyatt,647.0,11,3495
C692,-37.814215967685655,144.9687480312692,City Square,1221.0,2,4009
C592,-37.80892154574239,144.96911973854142,Regency,647.0,22,3764
13328E,-37.81684984494117,144.94586794402903,Docklands,753.0,6,783
1736N,-37.81465306134851,144.97306143181544,Twin Towers,669.0,30,1358
101W,-37.80825367413996,144.9714848508682,Regency,1288.0,22,77
12044E,-37.81240391608255,144.98333221963205,East Melbourne,511.0,8,287
13015S,-37.81996559890353,144.95136180343394,Docklands,528.0,6,628
C260,-37.815312019230106,144.9720582827795,Hyatt,647.0,11,3365
C696,-37.81419221506229,144.96873735459658,City Square,1221.0,2,4026
76E,-37.809829786216,144.9723249886706,Princes Theatre,1288.0,19,2673
2337S,-37.811887773314986,144.97150377912513,Windsor,123.0,34,1519
7019S,-37.80743172163747,144.958993509489,Victoria Market,1346.0,32,2580
C13540,-37.819317166081575,144.94559338871863,Docklands,123.0,6,3273
C5888,-37.80495470294585,144.95381007070802,Queensberry,798.0,20,3757
5353W,-37.810139380103976,144.95554654399626,Mint,1428.0,18,2307
12049W,-37.81236163796506,144.98310130175412,East Melbourne,511.0,8,291
10013S,-37.82370424525747,144.96909350199502,Southbank,1278.0,24,6
5152E,-37.802770306718415,144.95696523742583,Courtney,1062.0,4,2219
9443S,-37.83022552326346,144.96603319978192,Southbank,547.0,24,3019
10038N,-37.82320872635445,144.9665668065341,Southbank,1278.0,24,17
6542N,-37.80783816428981,144.96120669237962,The Mac,681.0,28,2533
C7040,-37.80748800403958,144.95847501898476,Victoria Market,1346.0,32,4054
12093W,-37.81083727337871,144.98335547111523,East Melbourne,511.0,8,314
12277S,-37.80973085204912,144.9766813793591,Jolimont,16.0,12,368
910E,-37.81686270191049,144.96446077170123,Degraves,627.0,5,2904
5269W,-37.8045527918819,144.95730690243954,Courtney,520.0,4,2267
C332,-37.8144714738127,144.97166713270482,Hyatt,647.0,11,3548
1775S,-37.81675416607271,144.96609310265694,Degraves,669.0,5,1362
4895W,-37.808308812158096,144.95773725871962,Victoria Market,1171.0,32,2150
12393S,-37.81095737776072,144.97681361967463,Jolimont,178.0,12,452
8666E,-37.82538012541536,144.9628992165224,Southbank,828.0,24,2841
11898E,-37.810128369623534,144.97839312683675,Jolimont,869.0,12,223
12397S,-37.81097241306229,144.97695232146523,Jolimont,178.0,12,455
10001S,-37.82359590266133,144.96947030056916,Southbank,1278.0,24,0
11895W,-37.81034604076344,144.9781159320223,Jolimont,869.0,12,220
7582N,-37.80559938943729,144.95429309928642,Queensberry,1381.0,20,2626
C204,-37.81577294255895,144.97227090532618,Hyatt,647.0,11,3351
12065W,-37.81194665968286,144.983170719415,East Melbourne,511.0,8,300
C320,-37.814543336975056,144.97170050566083,Hyatt,647.0,11,3530
4886E,-37.80831960404467,144.95802479003814,Victoria Market,1171.0,32,2144
C7740,-37.803139591402825,144.95041041830297,Queensberry,1175.0,20,4145
11705W,-37.81009872553794,144.97271946077262,Jolimont,1054.0,12,121
5150E,-37.80279275879796,144.95697566184566,Courtney,1062.0,4,2218
2847S,-37.81067521356399,144.9680870239417,Princes Theatre,894.0,19,1652
12324N,-37.80981172696171,144.97876035030947,East Melbourne,16.0,8,396
2513S,-37.81096637231569,144.970644307545,Princes Theatre,907.0,19,1596
907W,-37.81696858501682,144.96430424294147,Banks,627.0,0,2896
10034N,-37.823230164105695,144.96670537322245,Southbank,1278.0,24,13
12329S,-37.80999697329351,144.97912144605723,East Melbourne,16.0,8,401
8279W,-37.82701902400846,144.967577424037,Southbank,591.0,24,2735
7599S,-37.80533795701216,144.9502833511384,Queensberry,1381.0,20,2637
8676E,-37.82528162255012,144.9630147684724,Southbank,828.0,24,2846
C2700,-37.809801075245375,144.97073219991174,Princes Theatre,894.0,19,3388
13693W,-37.820205576322415,144.94601442769743,Docklands,1043.0,6,990
13644E,-37.820044010219725,144.94442599996327,Docklands,810.0,6,953
5278E,-37.804590055885015,144.9574316828521,Courtney,520.0,4,2273
C672,-37.81438396389365,144.96882358314184,City Square,1221.0,2,3934
9962N,-37.82595910785781,144.96725084421467,Southbank,728.0,24,3156
13258N,-37.81991234380872,144.94322369995194,Docklands,123.0,6,731
4899W,-37.80826005177225,144.95774585747887,Victoria Market,1171.0,32,2153
12457S,-37.81202093776077,144.97638779659894,Jolimont,1290.0,12,493
12371S,-37.81014496175858,144.98046793492242,East Melbourne,16.0,8,440
7595S,-37.80535231547115,144.95041134473956,Queensberry,1381.0,20,2634
8808E,-37.82285597943312,144.9666629512549,Southbank,828.0,24,2861
C6606,-37.80838103414533,144.95968216936276,Titles,681.0,29,3900
12416N,-37.810863624476255,144.97766052142163,Jolimont,178.0,12,467
12272N,-37.80964314396953,144.97722020709284,Jolimont,16.0,12,364
59W,-37.81083130857311,144.97270076103575,Princes Theatre,1288.0,19,2415
C504,-37.81062405953755,144.96990039713612,Princes Theatre,647.0,19,3596
3317S,-37.80872986517456,144.9706802915757,Regency,926.0,22,1726
981W,-37.81850604715485,144.96218371225842,Banks,1171.0,0,3058
12343S,-37.810041338304615,144.97952479602912,East Melbourne,16.0,8,414
13649W,-37.82043069712593,144.94542221902637,Docklands,697.0,6,957
C798,-37.811425485924566,144.9674662885773,Library,1221.0,14,4158
C544,-37.80960950195387,144.9694356837479,Regency,647.0,22,3611
12461S,-37.81203633259017,144.97653032572737,Jolimont,1290.0,12,495
12459S,-37.81202871548963,144.97646009491763,Jolimont,1290.0,12,494
3435S,-37.81080726932605,144.9635678636379,Library,926.0,14,1784
7646N,-37.80500159217507,144.95712214565845,Courtney,1157.0,4,2652
11748E,-37.810217965782726,144.97567247174533,Jolimont,706.0,12,139
C4884,-37.80832687374971,144.95784483851534,Victoria Market,1171.0,32,3590
12448N,-37.81191814416295,144.97649484309903,Jolimont,1290.0,12,487
11899W,-37.81021238006765,144.97813793678162,Jolimont,869.0,12,224
787W,-37.81160147807964,144.9674231907233,Library,1221.0,14,2706
9310N,-37.82918036665261,144.96920419855763,Southbank,547.0,24,2968
8711W,-37.82480112622545,144.96335239708915,Southbank,828.0,24,2856
13028N,-37.82121879659034,144.94410948147316,Docklands,528.0,6,634
1660N,-37.8185587774193,144.96332111956585,Banks,670.0,0,1336
5086E,-37.804660182853496,144.95783832325398,Courtney,1062.0,4,2184
C208,-37.81575043744711,144.972260682858,Hyatt,647.0,11,3352
C5858,-37.80531069392037,144.9537465349453,Queensberry,798.0,20,3744
8710E,-37.82491812382499,144.9634424727504,Southbank,828.0,24,2855
11877W,-37.811289839058325,144.97795968828729,Jolimont,869.0,12,204
12373S,-37.81015218404696,144.98053295277683,East Melbourne,16.0,8,441
13415W,-37.81966139349092,144.94976558136528,Docklands,1383.0,6,844
10032N,-37.823241139532016,144.9667747279144,Southbank,1278.0,24,11
11754E,-37.81012047365711,144.97568860791415,Jolimont,706.0,12,143
11700E,-37.810683189049726,144.9729614706876,Jolimont,1054.0,12,118
C240,-37.815507768977135,144.97214818868932,Hyatt,647.0,11,3360
C2668,-37.80967589489478,144.97115990986117,Princes Theatre,894.0,19,3380
C576,-37.809280248797606,144.9692842994546,Regency,647.0,22,3720
9433S,-37.830172902074864,144.96621505573503,Southbank,547.0,24,3014
7021S,-37.80745546554947,144.9589118922884,Victoria Market,1346.0,32,2581
C782,-37.81164582074462,144.96756685664866,Library,1221.0,14,4154
983W,-37.818455241529456,144.96216043081154,Banks,1171.0,0,3076
C580,-37.809253586941225,144.96927204066716,Regency,647.0,22,3740
5220E,-37.804750377199404,144.95740109574734,Courtney,520.0,4,2240
C212,-37.81572660765647,144.97224999952937,Hyatt,647.0,11,3353
9828N,-37.82507159646341,144.97027343138956,Southbank,728.0,24,3064
8709W,-37.82483527176442,144.9633124397272,Southbank,828.0,24,2854
C328,-37.81449552798777,144.97167818511426,Hyatt,647.0,11,3544
8810E,-37.82282589984528,144.96671995665338,Southbank,828.0,24,2863
5284E,-37.804523445208496,144.9574443922248,Courtney,520.0,4,2276
