st_marker_id,lat,lon,area,street_id,area_cat,st_marker_id_cat
5154E,-37.80274804131693,144.95695489881587,Courtney,1062.0,4,2220
2508N,-37.810865322370255,144.97081090744348,Princes Theatre,907.0,19,1594
10007S,-37.82364856124581,144.96928797827005,Southbank,1278.0,24,3
67W,-37.81016282700453,144.9723667475378,Princes Theatre,1288.0,19,2569
C6402,-37.803726604974045,144.95100945355003,Queensberry,881.0,20,3861
12335S,-37.810011793163575,144.97925548474623,East Melbourne,16.0,8,406
1583S,-37.818672516340776,144.96361441607365,Banks,670.0,0,1328
9128N,-37.83017389941701,144.97014075218613,Southbank,597.0,24,2907
6241W,-37.80585474905412,144.95077873586428,Queensberry,617.0,20,2483
11872E,-37.81079707696525,144.97828067292062,Jolimont,869.0,12,199
12015W,-37.813291046964814,144.98294512110553,East Melbourne,511.0,8,272
11875W,-37.8113442311161,144.97795050911682,Jolimont,869.0,12,202
11720E,-37.8100258307842,144.97296632787575,Jolimont,1054.0,12,130
13658E,-37.81991683920843,144.9453842391629,Docklands,697.0,6,967
12377S,-37.81016617960409,144.98066031843155,East Melbourne,16.0,8,442
12023W,-37.81308415235573,144.98298085049117,East Melbourne,511.0,8,277
12443S,-37.811967229561546,144.97590028800312,Jolimont,1290.0,12,483
8672E,-37.82532076103389,144.9629688553548,Southbank,828.0,24,2844
8639W,-37.82568055331964,144.96234838540389,Southbank,828.0,24,2819
C2842,-37.81055767510213,144.96813712182484,Princes Theatre,894.0,19,3435
3414N,-37.8102257135014,144.9653774046129,Library,926.0,14,1770
5384E,-37.80531081814683,144.95625480855696,Courtney,1101.0,4,2310
13628E,-37.81942581628061,144.9444922572581,Docklands,638.0,6,935
4885W,-37.808431709459136,144.95771558584332,Victoria Market,1171.0,32,2143
C2986,-37.81310163584061,144.9594536270003,Supreme,894.0,26,3469
13791W,-37.81306915668149,144.94064157729275,Docklands,1228.0,6,1069
2384N,-37.814371236105046,144.96246424218043,McKillop,123.0,17,1540
7017S,-37.80741315936813,144.95905731480386,Victoria Market,1346.0,32,2579
C1121,-37.815391570588496,144.96087855962014,McKillop,1171.0,17,3199
C13620,-37.819656465470274,144.94441725706724,Docklands,123.0,6,3291
13627W,-37.81943323062181,144.94441606132867,Docklands,638.0,6,934
7037S,-37.80760481728576,144.95839671900853,Victoria Market,1346.0,32,2587
C1115,-37.815502433524976,144.9609293737889,McKillop,1171.0,17,3193
C1176,-37.813500526951046,144.96001257640998,Hardware,1171.0,10,3228
13363W,-37.819170503440816,144.94937846771063,Docklands,1383.0,6,818
1289W,-37.819010051280095,144.95961109054855,Tavistock,1428.0,27,599
2340N,-37.81176665861242,144.97136433841632,Windsor,123.0,34,1522
7013S,-37.807375029411695,144.9591883857741,Victoria Market,1346.0,32,2577
13580E,-37.82032363080728,144.94292942776153,Docklands,1241.0,6,908
13367W,-37.819569347421655,144.94969301151178,Docklands,1383.0,6,820
1429W,-37.81806101410291,144.95637098954091,Family,839.0,9,1253
13758E,-37.81230145345536,144.93625097779258,Docklands,1097.0,6,1037
13641W,-37.81996243486995,144.94428899999997,Docklands,810.0,6,950
1315W,-37.81707601430344,144.95873044431502,RACV,1428.0,21,679
C13704,-37.82001997888074,144.94315996150792,Docklands,123.0,6,3312
13033S,-37.82057355422345,144.94926060286815,Docklands,528.0,6,639
3914N,-37.81204931667072,144.95514235268453,Magistrates,856.0,15,1956
13588E,-37.819614355485015,144.94263124467017,Docklands,558.0,6,912
13340E,-37.81651398417677,144.94571963696453,Docklands,753.0,6,795
12264N,-37.8095497307304,144.97635119820478,Jolimont,16.0,12,356
1861S,-37.81929158719024,144.95764692833347,Rialto,669.0,23,1391
1512E,-37.81961176295848,144.95453321377286,Markilles,1285.0,16,1296
1518E,-37.81946331460024,144.954465310041,Markilles,1285.0,16,1299
12095W,-37.81078547614749,144.9833640931764,East Melbourne,511.0,8,315
11501S,-37.81152512653161,144.9532043905266,West Melbourne,818.0,33,98
48E,-37.81260835365752,144.9737395204155,Twin Towers,1288.0,30,2155
13416E,-37.81973947127898,144.94791536302006,Docklands,1400.0,6,845
C7738,-37.80314276449994,144.95043863536836,Queensberry,1175.0,20,4144
1516E,-37.81951133958624,144.95448727631643,Markilles,1285.0,16,1298
1514E,-37.81956080073379,144.95450989576858,Markilles,1285.0,16,1297
9308N,-37.82916917565996,144.96924263891702,Southbank,547.0,24,2967
13625W,-37.81934223214657,144.94343102539293,Docklands,998.0,6,932
1425W,-37.818159170334646,144.95641556200374,Family,839.0,9,1248
10189W,-37.80382682159421,144.94939150990004,Queensberry,641.0,20,67
1427W,-37.81811188578098,144.95639408276017,Family,839.0,9,1252
964E,-37.81174234412636,144.9621121581107,Library,627.0,14,3053
13039S,-37.8212220720195,144.94701815700228,Docklands,528.0,6,644
769W,-37.81236878042407,144.96777381541787,Chinatown,1221.0,1,2672
C232,-37.815552963949536,144.97216936197606,Hyatt,647.0,11,3358
43W,-37.81278759867124,144.97357097677678,Twin Towers,1288.0,30,2019
7336E,-37.80537810506202,144.94933123203518,West Melbourne,839.0,33,2608
10199W,-37.803555205521285,144.94943939362562,Queensberry,641.0,20,76
C244,-37.8154564460866,144.9721250693515,Hyatt,647.0,11,3361
959W,-37.81202079644797,144.9620312039879,Library,627.0,14,3050
2153S,-37.81290289367063,144.9716065110612,Twin Towers,911.0,30,1480
11957W,-37.81489175483394,144.98267090852102,East Melbourne,511.0,8,245
2899S,-37.811226600379136,144.96618588515918,Library,894.0,14,1672
12463S,-37.81204342877745,144.97659599901044,Jolimont,1290.0,12,496
12431S,-37.81190422205183,144.97532416666604,Jolimont,1290.0,12,471
7023S,-37.80747387339177,144.95884861877693,Victoria Market,1346.0,32,2582
13343W,-37.8193114248518,144.9484171399792,Docklands,79.0,6,798
13029S,-37.82053720590839,144.94938592006304,Docklands,528.0,6,635
13377W,-37.819875892414494,144.9499389425153,Docklands,1383.0,6,825
13789W,-37.81312191637424,144.9406738118403,Docklands,1228.0,6,1066
2890N,-37.81093248766649,144.9665422714744,Library,894.0,14,1668
7015S,-37.807394597053374,144.95912111952038,Victoria Market,1346.0,32,2578
11784E,-37.811085566669895,144.97556512143274,Jolimont,1090.0,12,156
2350N,-37.81190346740255,144.97089849405825,Windsor,123.0,34,1530
6614N,-37.80833578580236,144.95949606481113,Titles,681.0,29,2545
7644N,-37.80494833451298,144.94840292530282,Queensberry,1381.0,20,2651
12067W,-37.81189537271664,144.98317922713915,East Melbourne,511.0,8,301
5325W,-37.8109477435026,144.9559172696074,Mint,1428.0,18,2294
10159W,-37.80465392902081,144.94924754947715,Queensberry,641.0,20,43
6592N,-37.80829650117277,144.95963203132126,Titles,681.0,29,2543
C220,-37.815621364479,144.97220133737656,Hyatt,647.0,11,3355
10197W,-37.80360963486285,144.94942976511825,Queensberry,641.0,20,74
12445S,-37.81197519397657,144.97597233656757,Jolimont,1290.0,12,485
13446E,-37.81921816717912,144.948626658588,Docklands,79.0,6,862
2857S,-37.81077116342536,144.96776298832154,Princes Theatre,894.0,19,1659
93W,-37.80878490800283,144.97173126952214,Regency,1288.0,22,2998
1979S,-37.816648596079546,144.96284896366222,Banks,528.0,0,1443
C2944,-37.812659459976594,144.96100915632312,Hardware,894.0,10,3460
350E,-37.81370896096568,144.97144303945288,Windsor,647.0,34,1827
9449S,-37.83025691059972,144.96592472494694,Southbank,547.0,24,3022
797W,-37.81133408286653,144.9672999415161,Library,1221.0,14,2712
13246N,-37.819650615032266,144.94412266984102,Docklands,123.0,6,722
354E,-37.81365734952133,144.9714189663625,Windsor,647.0,34,1835
50E,-37.81255423389624,144.97371443651917,Twin Towers,1288.0,30,2191
13205S,-37.818699508844816,144.9480692234615,Docklands,123.0,6,685
C13660,-37.81992012179301,144.94350332364704,Docklands,123.0,6,3301
C2760,-37.80999152524813,144.97008170518802,Princes Theatre,894.0,19,3405
1437W,-37.8176752235288,144.9561932190673,Family,839.0,9,1257
13253S,-37.820139076856925,144.94306994818584,Docklands,123.0,6,728
C828,-37.8111871873981,144.96735757463318,Library,1221.0,14,4201
1773S,-37.81671305080848,144.9662354050186,Degraves,669.0,5,1361
2884N,-37.81086765834064,144.96676222197016,Library,894.0,14,1665
1738N,-37.81467179391356,144.97299752687928,Twin Towers,669.0,30,1359
4373W,-37.80967442993664,144.9609548476264,The Mac,627.0,28,2013
53W,-37.81098466579382,144.97276635860118,Princes Theatre,1288.0,19,2312
10179W,-37.80409428467373,144.94934440011033,Queensberry,641.0,20,57
4588E,-37.807509083041744,144.9659015100363,The Mac,1221.0,28,2079
C616,-37.80870382213347,144.96901957125945,Regency,647.0,22,3820
12455S,-37.812013091109314,144.97631518738513,Jolimont,1290.0,12,492
82E,-37.80895130061696,144.9720555618021,Regency,1288.0,22,2744
11888E,-37.8103812309428,144.97835064714633,Jolimont,869.0,12,213
C564,-37.809390705525495,144.96933508464863,Regency,647.0,22,3673
65W,-37.81024925218664,144.9724068013721,Princes Theatre,1288.0,19,2544
1858N,-37.81900860184379,144.95826153479936,Rialto,669.0,23,1390
C818,-37.811306870582015,144.96741221649182,Library,1221.0,14,4197
12267S,-37.809695213735374,144.97635254554928,Jolimont,16.0,12,359
7033S,-37.80756761596528,144.95852459525878,Victoria Market,1346.0,32,2585
12263S,-37.80968093049599,144.9762207656663,Jolimont,16.0,12,355
13329W,-37.818919687870896,144.9484019412546,Docklands,79.0,6,784
C526,-37.81040612819254,144.969800116436,Princes Theatre,647.0,19,3602
13576E,-37.82048180324988,144.94300424670655,Docklands,1241.0,6,906
13578E,-37.82037562853621,144.9429534353111,Docklands,1241.0,6,907
12326N,-37.80981909203891,144.97882786858963,East Melbourne,16.0,8,398
C2998,-37.81314433314145,144.95930670423226,Supreme,894.0,26,3472
45W,-37.81273971975593,144.97354924186772,Twin Towers,1288.0,30,2084
C300,-37.81475903372308,144.97180056446874,Hyatt,647.0,11,3473
5259W,-37.80482892995789,144.95725410049556,Courtney,520.0,4,2258
7588N,-37.80557195843196,144.9540493844294,Queensberry,1381.0,20,2630
5131W,-37.80315971154759,144.95702080097868,Courtney,1062.0,4,2202
8352E,-37.82413044871484,144.96857090890154,Southbank,591.0,24,2778
39W,-37.8138762842676,144.9741067388335,Twin Towers,1288.0,30,1997
12338N,-37.80988360867599,144.97942818232045,East Melbourne,16.0,8,409
C670,-37.81440744587311,144.96883413715778,City Square,1221.0,2,3928
13870N,-37.81399875590743,144.94169744220966,Docklands,164.0,6,1132
C806,-37.81137803962183,144.96744465926926,Library,1221.0,14,4187
13876N,-37.81392422823941,144.9418946761243,Docklands,164.0,6,1134
12465S,-37.81206441445708,144.97678342074843,Jolimont,1290.0,12,497
C700,-37.81416846060719,144.96872667926354,City Square,1221.0,2,4043
5130E,-37.80314504317407,144.95713937245526,Courtney,1062.0,4,2201
694E,-37.81404741601951,144.96879507487446,City Square,1221.0,2,2573
13201S,-37.81866469550648,144.9481893177745,Docklands,123.0,6,682
7670N,-37.80379541566404,144.95711263386738,Courtney,1175.0,4,2662
1812E,-37.81862485329621,144.9609048801169,Tavistock,957.0,27,1376
2357S,-37.81226560117923,144.97021696806928,Windsor,123.0,34,1532
5349W,-37.81024100004974,144.95559305978998,Mint,1428.0,18,2303
5246E,-37.80510084909001,144.95733287695558,Courtney,520.0,4,2252
916E,-37.81669895924068,144.96438558277046,Degraves,627.0,5,2912
13341W,-37.81925513693189,144.9484150365081,Docklands,79.0,6,796
1205W,-37.81263516737597,144.95949188923854,Titles,1171.0,29,297
13428E,-37.819999358638704,144.94819170152437,Docklands,1400.0,6,851
20E,-37.81447461364032,144.97460422199842,Twin Towers,1288.0,30,1469
8812E,-37.822795506928365,144.96678512086712,Southbank,828.0,24,2864
12260N,-37.80953633054144,144.97622742801062,Jolimont,16.0,12,354
C1208,-37.81255668246071,144.95958114405022,Titles,1171.0,29,3235
C13676,-37.81995237338607,144.94339242254446,Docklands,123.0,6,3305
12471S,-37.812095858047925,144.97707459631326,Jolimont,1290.0,12,500
12441S,-37.81194402378289,144.97568499510572,Jolimont,1290.0,12,481
1789S,-37.81739263117936,144.96389994005722,Banks,669.0,0,1366
8891W,-37.82483151243676,144.96125272000862,Southbank,202.0,24,2877
1316E,-37.81697864362968,144.9589223781182,RACV,1428.0,21,680
1975S,-37.81661140618488,144.96297711319318,Banks,528.0,0,1440
12483S,-37.812140974914605,144.97748766744454,Jolimont,1290.0,12,504
12477S,-37.812118245190256,144.97727994274808,Jolimont,1290.0,12,501
12381S,-37.81090674831546,144.97635418001985,Jolimont,178.0,12,444
12276N,-37.809657651388775,144.97735525082882,Jolimont,16.0,12,367
12384N,-37.81068356955564,144.9760056460139,Jolimont,178.0,12,446
6584N,-37.80825984138091,144.9597589397056,Titles,681.0,29,2541
8316E,-37.82513891855931,144.96826894263145,Southbank,591.0,24,2748
C2836,-37.810531749451776,144.96822558277887,Princes Theatre,894.0,19,3432
13030N,-37.82120416535764,144.94404860647222,Docklands,528.0,6,636
3406N,-37.81014835873373,144.96564175102992,Library,926.0,14,1763
5292E,-37.804434602338674,144.95746132566774,Courtney,520.0,4,2280
C2774,-37.8102605784755,144.969150932932,Princes Theatre,894.0,19,3409
5560E,-37.806440196389325,144.95410563214284,Queensberry,1428.0,20,2345
C13656,-37.81980390769762,144.94391087227396,Docklands,123.0,6,3300
3761S,-37.810060451283725,144.96247838008597,The Mac,856.0,28,1922
951W,-37.81305337978721,144.96250770939437,Chinatown,627.0,1,3037
13654E,-37.82030901142584,144.94548647784598,Docklands,697.0,6,963
1982N,-37.81661509572447,144.96239809594528,Banks,528.0,0,1445
12467S,-37.81207203309084,144.97685324023576,Jolimont,1290.0,12,498
427W,-37.81274444185388,144.97074694702602,Windsor,647.0,34,2006
11742E,-37.810315603298285,144.97565625972442,Jolimont,706.0,12,136
5267W,-37.80460801932074,144.95729634254496,Courtney,520.0,4,2265
12450N,-37.81192570588628,144.97656464025127,Jolimont,1290.0,12,489
11740E,-37.81034820909122,144.97565092653258,Jolimont,706.0,12,135
12387S,-37.81093348816137,144.9765959468366,Jolimont,178.0,12,448
12487S,-37.81215577393053,144.9776229495011,Jolimont,1290.0,12,506
1175W,-37.81356745048343,144.95991378250756,Hardware,1171.0,10,146
2551S,-37.81382556863488,144.9608583998361,Hardware,907.0,10,1604
13262N,-37.819949557664174,144.94309573752602,Docklands,123.0,6,733
1431W,-37.8180143762996,144.95634996048062,Family,839.0,9,1254
12437S,-37.81192834279011,144.9755427996227,Jolimont,1290.0,12,477
13371W,-37.81970875327762,144.9498029202517,Docklands,1383.0,6,822
10046N,-37.82306285821373,144.9656887185453,Southbank,1278.0,24,21
968E,-37.81168094321042,144.96208378814586,Library,627.0,14,3054
C1118,-37.814614956917545,144.9605224815833,Hardware,1171.0,10,3195
C1134,-37.814400894214025,144.96042410149624,Hardware,1171.0,10,3207
C1150,-37.81384622161008,144.96016937237133,Hardware,1171.0,10,3214
C1148,-37.81419054696461,144.96032713645818,Hardware,1171.0,10,3213
C268,-37.81526640040244,144.97203728531213,Hyatt,647.0,11,3382
C264,-37.81528916213118,144.97204782944476,Hyatt,647.0,11,3368
9515S,-37.82844186281385,144.96631405376309,Southbank,1007.0,24,3034
2E,-37.81494560936667,144.9748224536331,Twin Towers,1288.0,30,1678
13456E,-37.81948832930551,144.94863704898458,Docklands,79.0,6,867
11764E,-37.80995784030805,144.9757155010556,Jolimont,706.0,12,149
C336,-37.81441837632055,144.97164246205455,Hyatt,647.0,11,3549
6221W,-37.80611291596158,144.95089657784985,Queensberry,617.0,20,2474
12406N,-37.81076240555533,144.97673109516006,Jolimont,178.0,12,462
1900N,-37.81379595725864,144.97204452247968,Twin Towers,528.0,30,1408
13424E,-37.81991272957934,144.94809973740968,Docklands,1400.0,6,849
4003W,-37.807822813088414,144.96010770734512,Victoria Market,627.0,32,2000
11756E,-37.81008794662614,144.9756939864372,Jolimont,706.0,12,144
6517S,-37.80771287860462,144.9623268755939,The Mac,681.0,28,2525
7335W,-37.80545402506528,144.94923493373912,West Melbourne,839.0,33,2607
7325W,-37.80563667842449,144.94924192693372,West Melbourne,839.0,33,2604
8471W,-37.82540532803349,144.96668318110062,Southbank,1323.0,24,2787
C5864,-37.80523878292829,144.95375936377002,Queensberry,798.0,20,3746
8648E,-37.82555701388723,144.96269083663972,Southbank,828.0,24,2828
C146,-37.80861319837623,144.9717777829774,Regency,1288.0,22,3321
C304,-37.81473778811464,144.97179072888574,Hyatt,647.0,11,3484
791W,-37.811494435949896,144.96737383811364,Library,1221.0,14,2709
6525S,-37.80784257271553,144.96188044814198,The Mac,681.0,28,2528
12481S,-37.81213380690652,144.97742213666015,Jolimont,1290.0,12,503
C276,-37.81522059173017,144.9720163010626,Hyatt,647.0,11,3404
13402E,-37.8191396082871,144.94727703853468,Docklands,1400.0,6,836
13621W,-37.81944630805836,144.94347877311682,Docklands,998.0,6,928
3420N,-37.81036492945085,144.9649020084176,Library,926.0,14,1774
2561S,-37.81410437284021,144.9599280225404,Supreme,907.0,26,1610
55W,-37.81093347683807,144.9727444644079,Princes Theatre,1288.0,19,2356
5988N,-37.80968753609204,144.95913984200095,Titles,5.0,29,2404
812E,-37.81129716567956,144.967533265108,Library,1221.0,14,2733
C548,-37.80957987787612,144.9694220629037,Regency,647.0,22,3623
8883W,-37.824982808080016,144.9610747837695,Southbank,202.0,24,2873
979W,-37.81855685239457,144.9622069926004,Banks,1171.0,0,3057
12307S,-37.80984609917802,144.97774181426442,Jolimont,16.0,12,388
13241S,-37.82004168040872,144.943404466561,Docklands,123.0,6,719
C810,-37.81135346943457,144.96743345892838,Library,1221.0,14,4195
C9122,-37.79840475600588,144.96477329313018,University,655.0,31,4237
13774E,-37.81335866708881,144.93930852992094,Docklands,1398.0,6,1053
13373W,-37.819756112152746,144.94984025917256,Docklands,1383.0,6,823
13420E,-37.819826100923,144.94800755067544,Docklands,1400.0,6,847
12273S,-37.809716470230185,144.9765487760604,Jolimont,16.0,12,365
5050E,-37.80528745757218,144.9581284479058,Courtney,1062.0,4,2170
13808N,-37.81422996696687,144.93883268764188,Docklands,590.0,6,1076
11931W,-37.81556242402919,144.98255677749978,East Melbourne,511.0,8,232
816E,-37.811246410797146,144.96750981366458,Library,1221.0,14,2734
12435S,-37.81191989668511,144.97546605003132,Jolimont,1290.0,12,475
C2790,-37.81032953585108,144.96891681665525,Princes Theatre,894.0,19,3416
10009W,-37.8045890788931,144.9477275879944,Queensberry,562.0,20,4
C9174,-37.7984588240208,144.9652711869613,University,655.0,31,4250
10177W,-37.80414887713744,144.9493349031893,Queensberry,641.0,20,55
1810E,-37.81867482920872,144.9609274641939,Tavistock,957.0,27,1374
12469S,-37.812079346392544,144.97691974555838,Jolimont,1290.0,12,499
13642E,-37.82010084378015,144.94445167844503,Docklands,810.0,6,951
4559W,-37.808672063093056,144.96608250191568,The Mac,1221.0,28,2070
12479S,-37.812126297815965,144.97735350944217,Jolimont,1290.0,12,502
6225W,-37.80607035366502,144.95087711825312,Queensberry,617.0,20,2476
13760E,-37.81226299584999,144.93622680144077,Docklands,1097.0,6,1040
83W,-37.80903752306676,144.97184785370482,Regency,1288.0,22,2780
12042E,-37.81254118543957,144.98330593647106,East Melbourne,511.0,8,286
5123W,-37.803363543058055,144.95711639661002,Courtney,1062.0,4,2200
13322E,-37.81819067770749,144.94645995311902,Docklands,753.0,6,778
13356E,-37.8219871231984,144.94778415125091,Docklands,753.0,6,811
10003S,-37.823615195660295,144.96940349360915,Southbank,1278.0,24,1
13656E,-37.819972188320335,144.94539787913808,Docklands,697.0,6,965
C1126,-37.814521829245855,144.9604796397407,Hardware,1171.0,10,3203
C13716,-37.82005535339052,144.94303831911287,Docklands,123.0,6,3315
C348,-37.81434286484805,144.97160781773204,Hyatt,647.0,11,3552
13043S,-37.82126341998519,144.94687494394026,Docklands,528.0,6,648
11879W,-37.81123544609824,144.97796886555514,Jolimont,869.0,12,205
3433S,-37.81078860313149,144.96364732449337,Library,926.0,14,1782
13675W,-37.82102321088048,144.9462295364608,Docklands,1043.0,6,980
C13504,-37.819227968886416,144.9459026016976,Docklands,123.0,6,3265
1232E,-37.81218175067056,144.95953740453774,Titles,1171.0,29,402
5146E,-37.80290517643047,144.95702786120538,Courtney,1062.0,4,2214
2359S,-37.81228372931221,144.97015277496706,Windsor,123.0,34,1533
C13692,-37.81999578991213,144.9432431373281,Docklands,123.0,6,3309
914E,-37.81675308778094,144.96441038238697,Degraves,627.0,5,2911
C790,-37.811570571089455,144.96753234404272,Library,1221.0,14,4156
C9158,-37.79844107478208,144.96510894917088,University,655.0,31,4246
12398N,-37.810732652757935,144.9764568695379,Jolimont,178.0,12,456
13470E,-37.81868029068985,144.9497962450887,Docklands,49.0,6,876
2344N,-37.81182606166181,144.9711620883174,Windsor,123.0,34,1526
11881W,-37.81118103201753,144.97797804080977,Jolimont,869.0,12,207
334E,-37.81438811875528,144.97175577002062,Hyatt,647.0,11,1743
13334E,-37.81668191268675,144.9457937923421,Docklands,753.0,6,789
C248,-37.81543356901816,144.97211462299592,Hyatt,647.0,11,3362
775W,-37.812217542615215,144.96770542370388,Chinatown,1221.0,1,2684
11812E,-37.8138383290714,144.97777011403244,Jolimont,869.0,12,170
9230N,-37.83129988840992,144.9662656667809,Southbank,597.0,24,2925
C13572,-37.81947538857838,144.94504612163064,Docklands,123.0,6,3279
425W,-37.81279514213834,144.97077058612498,Windsor,647.0,34,2005
12360N,-37.81023444177016,144.98259797710762,East Melbourne,16.0,8,431
11722E,-37.80997391778215,144.97297311104433,Jolimont,1054.0,12,131
C13720,-37.820063418455405,144.94301059305812,Docklands,123.0,6,3316
11810E,-37.813890136443646,144.9777614825774,Jolimont,869.0,12,169
13670E,-37.8209831564256,144.9454158470241,Docklands,826.0,6,978
12268N,-37.809628446101534,144.9770851872198,Jolimont,16.0,12,360
8346E,-37.82433485577197,144.9685114611339,Southbank,591.0,24,2775
3959S,-37.81274497508679,144.95317461334346,Magistrates,856.0,15,1981
7039S,-37.80762337918691,144.9583329133774,Victoria Market,1346.0,32,2588
2338N,-37.8117490493211,144.97142370824756,Windsor,123.0,34,1520
13301S,-37.82234164036471,144.946869916901,Docklands,1043.0,6,749
3424N,-37.81040230063579,144.96477289724527,Library,926.0,14,1776
C340,-37.81439207107357,144.97163043963758,Hyatt,647.0,11,3550
9222N,-37.831257558182735,144.9664099517392,Southbank,597.0,24,2921
85W,-37.80898703312339,144.9718244329853,Regency,1288.0,22,2807
8871W,-37.82543122206522,144.96054694628188,Southbank,202.0,24,2868
771W,-37.81231930547644,144.9677514222591,Chinatown,1221.0,1,2675
11873W,-37.81139863034911,144.97794133107868,Jolimont,869.0,12,200
1908N,-37.814445364096365,144.96984329198955,Hyatt,528.0,11,1411
962E,-37.811799006985545,144.96213854762328,Library,627.0,14,3052
13629W,-37.82039383410654,144.94448538974817,Docklands,810.0,6,936
C9202,-37.79848480646728,144.9655168513199,University,655.0,31,4257
13853S,-37.814113717132095,144.94156827650258,Docklands,164.0,6,1118
686E,-37.81414395110353,144.96883930604304,City Square,1221.0,2,2571
9294N,-37.82908477361024,144.96953427744694,Southbank,547.0,24,2962
9296N,-37.82908914685032,144.96950626699916,Southbank,547.0,24,2963
C404,-37.8129631780847,144.97097425005776,Windsor,647.0,34,3563
12280N,-37.80967216186389,144.97749029876567,Jolimont,16.0,12,371
1863S,-37.81931040251153,144.95758243964036,Rialto,669.0,23,1392
8342E,-37.82444458355711,144.96847830746682,Southbank,591.0,24,2771
13207S,-37.81874163684199,144.94792384000175,Docklands,123.0,6,686
C9102,-37.79838809150849,144.96461950098268,University,655.0,31,4232
13474E,-37.8187948047274,144.94988619155254,Docklands,49.0,6,878
7666N,-37.80386479655629,144.9577258460825,Courtney,1175.0,4,2659
13426E,-37.81995604389223,144.94814583143113,Docklands,1400.0,6,850
13802N,-37.8138150971986,144.94007283403153,Docklands,590.0,6,1074
11894E,-37.81022932992511,144.97837617361188,Jolimont,869.0,12,219
C252,-37.815410695728495,144.9721041914934,Hyatt,647.0,11,3363
13782E,-37.81278165170125,144.93895932366368,Docklands,1398.0,6,1060
2129S,-37.81248834158698,144.97302521888744,Twin Towers,911.0,30,1472
12330N,-37.80983351560217,144.9789629624881,East Melbourne,16.0,8,403
C13568,-37.81946622144212,144.94507795462786,Docklands,123.0,6,3278
C272,-37.81524344883161,144.97202679261656,Hyatt,647.0,11,3393
5990N,-37.80970558494704,144.9590774502592,Titles,5.0,29,2407
4825W,-37.81079500744698,144.95865891936882,Titles,1171.0,29,2116
C1132,-37.814425437360775,144.96043539605145,Hardware,1171.0,10,3206
C1142,-37.81428287071085,144.96036959632758,Hardware,1171.0,10,3210
961W,-37.81196495577785,144.9620053885929,Library,627.0,14,3051
C1252,-37.81184242596469,144.9592572232143,Titles,1171.0,29,3253
12331S,-37.81000436632493,144.97918843064932,East Melbourne,16.0,8,404
C1274,-37.81160478799893,144.9591486176341,Titles,1171.0,29,3261
1211W,-37.81247081755339,144.9594171334325,Titles,1171.0,29,317
13361W,-37.81908992478574,144.94931493665388,Docklands,1383.0,6,817
4835W,-37.81054274045034,144.95854346506118,Titles,1171.0,29,2122
12089W,-37.81094090381197,144.98333865476195,East Melbourne,511.0,8,312
13213S,-37.81879341752406,144.94774482362112,Docklands,123.0,6,690
13215S,-37.81881017217697,144.94768727116698,Docklands,123.0,6,692
C1168,-37.81361222421423,144.96006313613353,Hardware,1171.0,10,3224
6024N,-37.81038670253007,144.95669182016218,Mint,5.0,18,2432
C1206,-37.81257998170153,144.95959176751637,Titles,1171.0,29,3234
C1210,-37.81250888858073,144.95955935190364,Titles,1171.0,29,3236
C1156,-37.81377717414311,144.96013806255155,Hardware,1171.0,10,3217
C1216,-37.81243891726773,144.95952744729686,Titles,1171.0,29,3239
908E,-37.816913891659134,144.96448428294315,Degraves,627.0,5,2900
C1222,-37.8123432545454,144.9594838294199,Titles,1171.0,29,3242
C1218,-37.812416814759146,144.95951736968289,Titles,1171.0,29,3240
13332E,-37.816737889952776,144.94581850953125,Docklands,753.0,6,787
5138E,-37.80299676769111,144.95707038938,Courtney,1062.0,4,2207
13745W,-37.81354017334248,144.9392991427561,Docklands,1398.0,6,1024
1213W,-37.81242158994876,144.9593950029535,Titles,1171.0,29,318
13369W,-37.819614033693405,144.9497282425382,Docklands,1383.0,6,821
5188E,-37.81105803441656,144.95744272881174,Hyatt,1433.0,11,2232
11703W,-37.81015219820939,144.9727113691276,Jolimont,1054.0,12,120
5182E,-37.811155371438495,144.95748749099874,Mint,1433.0,18,2229
C2962,-37.8127954505204,144.96054155434524,Hardware,894.0,10,3466
C1238,-37.812202190059296,144.95941951016198,Titles,1171.0,29,3247
1552E,-37.81225820585685,144.95114085378754,West Melbourne,1285.0,33,1309
C2940,-37.812640115587314,144.961075738894,Hardware,894.0,10,3458
C1224,-37.812319955746354,144.95947320601914,Titles,1171.0,29,3243
C1140,-37.81430566607629,144.9603801373558,Hardware,1171.0,10,3209
C1162,-37.813683470397,144.96009546501756,Hardware,1171.0,10,3221
C2958,-37.81276861128343,144.96063455316704,Hardware,894.0,10,3463
13269S,-37.81959089784034,144.94917144120618,Docklands,1457.0,6,736
C1214,-37.812461443505256,144.95953771885178,Titles,1171.0,29,3238
2553S,-37.813861602703135,144.9607337370378,Hardware,907.0,10,1605
13868N,-37.81402453733948,144.94162947523438,Docklands,164.0,6,1130
C1190,-37.81337904315351,144.95995765570768,Hardware,1171.0,10,3230
12269S,-37.80970230785536,144.9764181417802,Jolimont,16.0,12,361
C1144,-37.81426002039709,144.96035910621288,Hardware,1171.0,10,3211
5058E,-37.80516415538277,144.958071845866,Courtney,1062.0,4,2172
C822,-37.8112575098866,144.96738963162676,Library,1221.0,14,4198
8893W,-37.824793384099934,144.96129747483866,Southbank,202.0,24,2878
